,Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh,USD
1532,Unnamed Property,Sector 36 Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,565,12389,1,1,1,70,82352.94118
1533,Bhakti Aura ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,670,8955,5,1,1,60,70588.23529
1534,Satelite Royal ,Goregaon East Mumbai,Goregaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,20476,15,2,2,215,252941.1765
1535,JP Decks ,Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1290,15891,8,2,2,205,241176.4706
1536,Om Sai Riddhi Siddhi Regency ,Sector 22 Kamothe Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1000,8500,3,2,2,85,100000
1537,Unnamed Property,1402 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1490,20134,14,3,3,300,352941.1765
1538,Godrej Emerald ,Ghodbunder Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,760,15789,10,2,2,120,141176.4706
1539,One Hiranandani Park ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,559,27728,12,2,2,155,182352.9412
1540,Godrej Emerald ,Ghodbunder Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,560,14821,21,2,2,83,97647.05882
1541,Puraniks Aarambh ,Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,600,12166,11,2,2,73,85882.35294
1542,Unnamed Property,Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,443,13544,15,1,2,60,70588.23529
1543,Bhakti Park ,Sai Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,645,8527,2,1,1,55,64705.88235
1544,Unnamed Property,2202 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1490,20805,22,3,3,310,364705.8824
1545,Unnamed Property,Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1340,18656,10,3,3,250,294117.6471
1546,Aashapura Crown City ,403 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,874,6864,4,2,2,60,70588.23529
1547,Godrej Hill ,201 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,10+ Year,Ready To Move,Super Built Up Area,585,5726,2,1,1,33.5,39411.76471
1548,Raunak City 2 ,201 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,6000,2,2,2,60,70588.23529
1549,Unnamed Property,404 Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730,11095,4,2,2,81,95294.11765
1550,Triveni Majesta ,203 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Built Up Area,1250,10240,5,2,2,128,150588.2353
1551,Unnamed Property,403 Wayle Nagar Mumbai Beyond Thane Mumbai,Wayle Nagar,5 to 10 Year,Ready To Move,Carpet Area,450,10444,4,1,1,47,55294.11765
1552,Laxmi Om Tanishq Residency ,101 Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,0 to 1 Year,Ready To Move,Built Up Area,675,5200,1,1,1,35.1,41294.11765
1553,Laxmi Om Tanishq Residency ,102 Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1060,5200,1,2,2,55.1,64823.52941
1554,Peninsula Celestia Spaces ,Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1233,39334,16,3,3,485,570588.2353
1555,Peninsula Celestia Spaces ,Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,866,43879,32,2,2,380,447058.8235
1556,Dweepmala Baline Dwellings ,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,770,11086,2,1,2,51,60000
1557,Platinum Palacio ,Sector 23 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,665,8307,5,1,1,54,63529.41176
1558,Paradise Sai Sapphire ,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1120,7727,5,2,2,85,100000
1559,Mahaavir Heights ,Sector 17 Roadpali Navi Mumbai Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,675,8592,14,1,1,58,68235.29412
1560,Vaishnavi Bhawan ,Ghodbunder Road Owale Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,453,9713,3,1,1,44,51764.70588
1561,Unnamed Property,Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2200,11363,11,4,4,250,294117.6471
1562,Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Built Up Area,670,5671,5,1,2,38,44705.88235
1563,Triveni Ultima Bliss ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Built Up Area,1545,7766,18,3,4,120,141176.4706
1564,Unnamed Property,804 Chikhal Dongari Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,650,4384,10,1,2,28.5,33529.41176
1565,Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,425,37647,6,1,2,160,188235.2941
1566,Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,550,10909,2,1,1,60,70588.23529
1567,Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,625,12480,3,1,1,78,91764.70588
1568,Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Carpet Area,400,41250,5,1,1,165,194117.6471
1569,Aristo Pearl Residency ,Prabhadevi South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1510,34437,5,2,2,520,611764.7059
1570,Unnamed Property,Panchpakhadi Thane West Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,700,17857,1,1,2,125,147058.8235
1571,Space India Vishesh Homes ,111 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,640,7578,4,1,1,48.5,57058.82353
1572,Hiranandani Rodas Enclave ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,1352,24408,15,3,3,330,388235.2941
1573,Reliable Balaji Shrishti ,Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1090,7706,6,2,2,84,98823.52941
1574,Ronak Residency ,Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,984,7113,6,2,2,70,82352.94118
1575,Shree Shivankar CHS ,Matunga South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1030,53398,6,2,2,550,647058.8235
1576,Raunak City 2 ,1405 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Super Built Up Area,607,6013,14,1,1,36.5,42941.17647
1577,Haware Green Park ,111 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,980,5612,0,2,2,55,64705.88235
1578,Hiranandani Eagleridge ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,1093,28270,23,3,3,309,363529.4118
1579,Infinity Avenue ,Sector 8 Ulwe Navi Mumbai 410206 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000,7000,1,2,2,70,82352.94118
1580,Progressives Meera Aangan ,Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700,10294,7,3,3,175,205882.3529
1581,Unnamed Property,101 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,6676,4,2,2,70.1,82470.58824
1582,Runwal Forests ,3003 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1075,18139,32,2,2,195,229411.7647
1583,Runwal Forests ,2601 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,672,18154,26,2,2,122,143529.4118
1584,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,944,17478,16,2,2,165,194117.6471
1585,Unnamed Property,111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,7808,11,2,2,89.8,105647.0588
1586,Gurukrupa Aramus Complex ,010 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,688,8575,10,1,1,59,69411.76471
1587,Satyam Majestic ,013 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1550,8387,13,3,3,130,152941.1765
1588,L and T Crescent Bay ,Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400,50000,6,4,4,1200,1411764.706
1589,Avicon Levante ,013 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700,8571,8,1,2,60,70588.23529
1590,Yash Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,751,11984,6,2,2,90,105882.3529
1591,Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080,9629,8,2,2,104,122352.9412
1592,JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,968,9917,13,2,2,96,112941.1765
1593,JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1065,8920,13,2,2,95,111764.7059
1594,B and M Atlantis ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,23571,11,2,2,165,194117.6471
1595,Pradeep Aakashi Nidhi CHS ,Ramdev Park Mira Road Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,585,10769,3,1,2,63,74117.64706
1596,Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1140,14035,13,2,2,160,188235.2941
1597,Unnamed Property,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,675,11851,2,2,2,80,94117.64706
1598,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,704,10227,4,3,2,72,84705.88235
1599,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450,7111,1,1,1,32,37647.05882
1600,Regency Heights ,0000 Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,816,19607,4,2,2,160,188235.2941
1601,Regency Heights ,Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,1019,19627,8,3,3,200,235294.1176
1602,Blue Bell ,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,480,21875,2,2,2,105,123529.4118
1603,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,300,21500,2,1,1,64.5,75882.35294
1604,Unnamed Property,603 Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430,22732,6,1,2,97.8,115058.8235
1605,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,365,21369,3,1,1,78,91764.70588
1606,Unnamed Property,Mhatre Wadi Mumbai,Mhatre Wadi,5 to 10 Year,Ready To Move,Carpet Area,550,23409,2,2,2,129,151764.7059
1607,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,750,10000,2,2,2,75,88235.29412
1608,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,510,10803,5,1,1,55.1,64823.52941
1609,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,500,11000,2,1,1,55,64705.88235
1610,GHP Powai Vihar Complex ,Near Hiranandani Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,950,15263,5,2,2,145,170588.2353
1611,Aishwarya Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,633,31595,8,2,2,200,235294.1176
1612,Wadhwa Boulevard ,The Address Opp R City Mall Lbs Marg Ghatkopar West Mumbai Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1569,21669,10,3,2,340,400000
1613,Unnamed Property,Mira Road Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,425,15294,6,1,2,65,76470.58824
1614,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,550,21818,4,2,2,120,141176.4706
1615,Regency Anantam ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,778,11311,23,2,2,88,103529.4118
1616,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,525,12380,2,1,1,65,76470.58824
1617,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,670,11940,2,2,2,80,94117.64706
1618,Siddhi Belleza ,7th Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1185,8438,7,2,2,100,117647.0588
1619,Unique Twins Tower CHS ,7th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1650,11212,7,3,3,185,217647.0588
1620,Haware Tiara ,14th Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,11785,14,3,3,165,194117.6471
1621,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,870,12068,2,2,2,105,123529.4118
1622,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,700,16428,3,2,2,115,135294.1176
1623,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,750,13600,1,2,2,102,120000
1624,Lodha Casa Bella ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,578,7439,2,2,2,43,50588.23529
1625,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450,7555,1,1,1,34,40000
1626,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,630,7777,17,2,2,49,57647.05882
1627,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Super Built Up Area,585,5811,3,1,1,34,40000
1628,Giriraj Horizon ,4th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1507,11280,4,3,3,170,200000
1629,Kesar Gardens ,4th Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,610,12622,4,1,2,77,90588.23529
1630,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,470,9574,1,1,1,45,52941.17647
1631,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,470,10638,3,1,1,50,58823.52941
1632,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,430,8604,3,1,1,37,43529.41176
1633,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,500,10000,2,1,1,50,58823.52941
1634,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,520,9615,4,2,2,50,58823.52941
1635,Galaxy Orion ,16th Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1077,8820,16,2,2,95,111764.7059
1636,GHP Woodland Heights ,Sangharsh Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,530,21698,3,1,2,115,135294.1176
1637,Dosti Vihar ,Samata Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,420,19345,7,1,2,81.2,95529.41176
1638,Dosti Vihar ,Samata Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,900,16722,2,3,2,150,176470.5882
1639,Monte South ,Monte South Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1150,46956,17,3,3,540,635294.1176
1640,Monte South ,Byculla Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,941,45058,29,2,2,424,498823.5294
1641,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1420,47887,25,3,3,680,800000
1642,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1565,47603,21,3,3,745,876470.5882
1643,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2800,49107,21,4,4,1375,1617647.059
1644,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1080,50925,18,2,2,550,647058.8235
1645,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2080,51682,19,4,4,1075,1264705.882
1646,Rohan Lifescapes Prithvii ,Ghatkopar West Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1313,26656,2,3,4,350,411764.7059
1647,Lodha New Cuffe Parade ,Lodha New Cuffe Parade wadala Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1076,36245,42,3,2,390,458823.5294
1648,Unnamed Property,101 Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1000,30000,1,3,2,300,352941.1765
1649,L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,882,39682,25,2,2,350,411764.7059
1650,L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,2400,50000,48,4,4,1200,1411764.706
1651,Fortune Springs ,1002 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,660,9848,11,1,2,65,76470.58824
1652,Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,980,11428,17,2,2,112,131764.7059
1653,Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,760,8289,15,1,2,63,74117.64706
1654,JP North ,Vinay Nagar Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,585,14720,17,1,1,58,68235.29412
1655,Satyam Imperial Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2300,24304,34,4,4,559,657647.0588
1656,Unnamed Property,Sector 10 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1160,7758,12,2,2,90,105882.3529
1657,Gujrat Indralok Heights ,Bhayander East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,615,10081,3,1,1,62,72941.17647
1658,Giriraj Sarvoday Greens ,Bhiwandi Mumbai Beyond Thane Mumbai,Bhiwandi,0 to 1 Year,Ready To Move,Carpet Area,480,6250,10,1,2,30,35294.11765
1659,Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1085,9677,5,3,3,105,123529.4118
1660,Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,650,12000,4,1,2,78,91764.70588
1661,Orovia Phase 1 ,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,1350,11851,12,3,2,160,188235.2941
1662,Unnamed Property,Bhayander East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Built Up Area,325,8923,0,1,1,29,34117.64706
1663,Unnamed Property,Behind Vakola Church Vakola Mumbai South West Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,16923,4,1,1,110,129411.7647
1664,Unnamed Property,001 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,38636,15,3,3,425,500000
1665,Unnamed Property,001 Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,34545,3,3,3,380,447058.8235
1666,Unnamed Property,Off Main Road Sector 18 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,9500,1,2,2,95,111764.7059
1667,Unnamed Property,Main Road Sector 6 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,12500,3,2,2,125,147058.8235
1668,Kishor Kunj ,Virar Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,850,4765,3,2,2,40.5,47647.05882
1669,Avishi Skyline Complex ,Manda Mumbai Beyond Thane Mumbai,Manda Mumbai,0 to 1 Year,Ready To Move,Carpet Area,410,7707,1,1,1,31.6,37176.47059
1670,Simran Sapphire ,0000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,9739,9,2,2,112,131764.7059
1671,Sunshine Solaris ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,725,4166,4,1,2,30.2,35529.41176
1672,Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925,4270,7,2,2,39.5,46470.58824
1673,Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,500,8400,7,1,1,42,49411.76471
1674,Kotharis Seven Eleven Complex ,Bevarly Park Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,965,7772,3,2,2,75,88235.29412
1675,Salangpur Salasar Aangan ,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,450,9333,0,1,1,42,49411.76471
1676,Basudeo Vasudev Planet ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,945,8253,12,2,2,78,91764.70588
1677,Unnamed Property,1st Chandan Shanti Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,550,9636,1,1,1,53,62352.94118
1678,Neelsidhi Anexo ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,438,23059,9,1,2,101,118823.5294
